# SprintScope Test Export
# Athlete:,Bandar 400mH
# Test ID:,90
# Test Type:,Sprint
# Date:,2026-06-29 11:29:57
# Session Type:,Training
# Venue:,Outdoor
# Weather:,Dry
# Wind:,No Wind
# Surface:,Track
# Footwear:,Spikes
# Zero Offset:,1004.570
# Orth. Offset:,0.000
# Filter:,Butterworth
# Filter Params:,Order: 2, Cutoff: 1.21 Hz
# Distance:,60 m
# Splits Every:,10 m
# Start Position:,Running start
#
Time [s],Distance [m],,Distance_Filtered [m],Velocity [m/s],Acceleration [m/s^2],,Split Distance [m],Delta Time [s],Cumulative Time [s],Split Velocity [m/s]
2.0700,4.2000,,-1.9881,0.0103,0.3147,,,,,
2.0750,4.2000,,-1.9881,0.0118,0.2956,,,,,
2.0800,4.2100,,-1.9880,0.0132,0.2766,,,,,
2.0850,4.2100,,-1.9879,0.0144,0.2575,,,,,
2.0900,4.2100,,-1.9879,0.0156,0.2337,,,,,
2.0950,4.2100,,-1.9878,0.0167,0.2146,,,,,
2.1000,4.2100,,-1.9877,0.0177,0.1955,,,,,
2.1050,4.2100,,-1.9876,0.0185,0.1764,,,,,
2.1100,4.2100,,-1.9875,0.0193,0.1574,,,,,
2.1150,4.2100,,-1.9874,0.0201,0.1431,,,,,
2.1200,4.2100,,-1.9873,0.0207,0.1240,,,,,
2.1250,4.2100,,-1.9872,0.0212,0.1097,,,,,
2.1300,4.2100,,-1.9871,0.0217,0.0954,,,,,
2.1350,4.2100,,-1.9870,0.0221,0.0763,,,,,
2.1400,4.2100,,-1.9869,0.0224,0.0620,,,,,
2.1450,4.2100,,-1.9868,0.0226,0.0477,,,,,
2.1500,4.2100,,-1.9866,0.0228,0.0381,,,,,
2.1550,4.2100,,-1.9865,0.0229,0.0238,,,,,
2.1600,4.2100,,-1.9864,0.0230,0.0095,,,,,
2.1650,4.2100,,-1.9863,0.0230,-0.0048,,,,,
2.1700,4.2100,,-1.9862,0.0229,-0.0143,,,,,
2.1750,4.2100,,-1.9861,0.0228,-0.0238,,,,,
2.1800,4.2100,,-1.9860,0.0226,-0.0381,,,,,
2.1850,4.2100,,-1.9858,0.0223,-0.0477,,,,,
2.1900,4.2100,,-1.9857,0.0221,-0.0572,,,,,
2.1950,4.2100,,-1.9856,0.0217,-0.0668,,,,,
2.2000,4.2100,,-1.9855,0.0213,-0.0763,,,,,
2.2050,4.2100,,-1.9854,0.0209,-0.0906,,,,,
2.2100,4.2100,,-1.9853,0.0204,-0.1001,,,,,
2.2150,4.2100,,-1.9852,0.0198,-0.1097,,,,,
2.2200,4.2100,,-1.9851,0.0192,-0.1192,,,,,
2.2250,4.2100,,-1.9850,0.0186,-0.1287,,,,,
2.2300,4.2100,,-1.9849,0.0179,-0.1335,,,,,
2.2350,4.2100,,-1.9848,0.0172,-0.1431,,,,,
2.2400,4.2100,,-1.9848,0.0165,-0.1526,,,,,
2.2450,4.2100,,-1.9847,0.0156,-0.1621,,,,,
2.2500,4.2100,,-1.9846,0.0148,-0.1717,,,,,
2.2550,4.2100,,-1.9845,0.0139,-0.1812,,,,,
2.2600,4.2100,,-1.9845,0.0129,-0.1860,,,,,
2.2650,4.2100,,-1.9844,0.0120,-0.1955,,,,,
2.2700,4.2100,,-1.9844,0.0109,-0.2050,,,,,
2.2750,4.2100,,-1.9843,0.0099,-0.2146,,,,,
2.2800,4.2100,,-1.9843,0.0087,-0.2241,,,,,
2.2850,4.2100,,-1.9842,0.0076,-0.2289,,,,,
2.2900,4.2100,,-1.9842,0.0064,-0.2384,,,,,
2.2950,4.2100,,-1.9842,0.0052,-0.2480,,,,,
2.3000,4.2100,,-1.9842,0.0039,-0.2575,,,,,
2.3050,4.2100,,-1.9841,0.0026,-0.2670,,,,,
2.3100,4.2100,,-1.9841,0.0012,-0.2766,,,,,
2.3150,4.2100,,-1.9841,-0.0003,-0.2861,,,,,
2.3200,4.2200,,-1.9841,-0.0017,-0.2956,,,,,
2.3250,4.2200,,-1.9842,-0.0032,-0.3004,,,,,
2.3300,4.2200,,-1.9842,-0.0048,-0.3099,,,,,
2.3350,4.2100,,-1.9842,-0.0064,-0.3147,,,,,
2.3400,4.2100,,-1.9843,-0.0080,-0.3195,,,,,
2.3450,4.2100,,-1.9843,-0.0096,-0.3242,,,,,
2.3500,4.2100,,-1.9844,-0.0112,-0.3242,,,,,
2.3550,4.2100,,-1.9844,-0.0129,-0.3290,,,,,
2.3600,4.2100,,-1.9845,-0.0145,-0.3338,,,,,
2.3650,4.2100,,-1.9846,-0.0162,-0.3386,,,,,
2.3700,4.2100,,-1.9847,-0.0179,-0.3386,,,,,
2.3750,4.2100,,-1.9848,-0.0196,-0.3433,,,,,
2.3800,4.2100,,-1.9849,-0.0214,-0.3481,,,,,
2.3850,4.2100,,-1.9850,-0.0231,-0.3481,,,,,
2.3900,4.2100,,-1.9851,-0.0249,-0.3529,,,,,
2.3950,4.2100,,-1.9852,-0.0267,-0.3576,,,,,
2.4000,4.2100,,-1.9854,-0.0284,-0.3576,,,,,
2.4050,4.2100,,-1.9855,-0.0303,-0.3624,,,,,
2.4100,4.2100,,-1.9857,-0.0321,-0.3672,,,,,
2.4150,4.2100,,-1.9859,-0.0339,-0.3672,,,,,
2.4200,4.2100,,-1.9860,-0.0358,-0.3719,,,,,
2.4250,4.2100,,-1.9862,-0.0376,-0.3719,,,,,
2.4300,4.2100,,-1.9864,-0.0395,-0.3719,,,,,
2.4350,4.2100,,-1.9866,-0.0414,-0.3767,,,,,
2.4400,4.2100,,-1.9869,-0.0433,-0.3767,,,,,
2.4450,4.2100,,-1.9871,-0.0452,-0.3767,,,,,
2.4500,4.2100,,-1.9873,-0.0470,-0.3767,,,,,
2.4550,4.2100,,-1.9876,-0.0489,-0.3767,,,,,
2.4600,4.2100,,-1.9878,-0.0508,-0.3767,,,,,
2.4650,4.2100,,-1.9881,-0.0527,-0.3719,,,,,
2.4700,4.2100,,-1.9884,-0.0545,-0.3719,,,,,
2.4750,4.2100,,-1.9886,-0.0564,-0.3672,,,,,
2.4800,4.2100,,-1.9889,-0.0582,-0.3624,,,,,
2.4850,4.2100,,-1.9892,-0.0600,-0.3576,,,,,
2.4900,4.2100,,-1.9895,-0.0617,-0.3529,,,,,
2.4950,4.2100,,-1.9899,-0.0635,-0.3481,,,,,
2.5000,4.2100,,-1.9902,-0.0652,-0.3386,,,,,
2.5050,4.2100,,-1.9905,-0.0668,-0.3290,,,,,
2.5100,4.2000,,-1.9909,-0.0684,-0.3195,,,,,
2.5150,4.2000,,-1.9912,-0.0700,-0.3099,,,,,
2.5200,4.2000,,-1.9916,-0.0715,-0.3004,,,,,
2.5250,4.2000,,-1.9919,-0.0729,-0.2909,,,,,
2.5300,4.2000,,-1.9923,-0.0743,-0.2813,,,,,
2.5350,4.2000,,-1.9927,-0.0757,-0.2718,,,,,
2.5400,4.2000,,-1.9931,-0.0770,-0.2670,,,,,
2.5450,4.2000,,-1.9935,-0.0783,-0.2575,,,,,
2.5500,4.2000,,-1.9938,-0.0796,-0.2527,,,,,
2.5550,4.2000,,-1.9943,-0.0808,-0.2432,,,,,
2.5600,4.2000,,-1.9947,-0.0819,-0.2337,,,,,
2.5650,4.2000,,-1.9951,-0.0831,-0.2289,,,,,
2.5700,4.2000,,-1.9955,-0.0842,-0.2193,,,,,
2.5750,4.2000,,-1.9959,-0.0853,-0.2146,,,,,
2.5800,4.2000,,-1.9964,-0.0863,-0.2050,,,,,
2.5850,4.2000,,-1.9968,-0.0873,-0.2003,,,,,
2.5900,4.1900,,-1.9972,-0.0882,-0.1907,,,,,
2.5950,4.1900,,-1.9977,-0.0892,-0.1860,,,,,
2.6000,4.1900,,-1.9981,-0.0901,-0.1764,,,,,
2.6050,4.1900,,-1.9986,-0.0909,-0.1717,,,,,
2.6100,4.1900,,-1.9990,-0.0917,-0.1669,,,,,
2.6150,4.1900,,-1.9995,-0.0926,-0.1621,,,,,
2.6200,4.1900,,-2.0000,-0.0934,-0.1621,,,,,
2.6250,4.1900,,-2.0004,-0.0942,-0.1621,,,,,
2.6300,4.1900,,-2.0009,-0.0950,-0.1621,,,,,
2.6350,4.1900,,-2.0014,-0.0958,-0.1621,,,,,
2.6400,4.1900,,-2.0019,-0.0966,-0.1621,,,,,
2.6450,4.1900,,-2.0024,-0.0974,-0.1621,,,,,
2.6500,4.1900,,-2.0029,-0.0983,-0.1717,,,,,
2.6550,4.1900,,-2.0034,-0.0991,-0.1717,,,,,
2.6600,4.1900,,-2.0039,-0.1000,-0.1717,,,,,
2.6650,4.1900,,-2.0044,-0.1009,-0.1717,,,,,
2.6700,4.1900,,-2.0049,-0.1018,-0.1812,,,,,
2.6750,4.1900,,-2.0054,-0.1027,-0.1812,,,,,
2.6800,4.1900,,-2.0059,-0.1036,-0.1907,,,,,
2.6850,4.1900,,-2.0064,-0.1046,-0.1907,,,,,
2.6900,4.1900,,-2.0070,-0.1055,-0.1907,,,,,
2.6950,4.1900,,-2.0075,-0.1065,-0.2003,,,,,
2.7000,4.1900,,-2.0080,-0.1075,-0.2003,,,,,
2.7050,4.1900,,-2.0086,-0.1085,-0.2003,,,,,
2.7100,4.1900,,-2.0091,-0.1095,-0.2003,,,,,
2.7150,4.1900,,-2.0097,-0.1105,-0.2003,,,,,
2.7200,4.1900,,-2.0102,-0.1115,-0.2003,,,,,
2.7250,4.1900,,-2.0108,-0.1125,-0.2003,,,,,
2.7300,4.1900,,-2.0114,-0.1135,-0.1907,,,,,
2.7350,4.1900,,-2.0119,-0.1144,-0.1907,,,,,
2.7400,4.1900,,-2.0125,-0.1153,-0.1812,,,,,
2.7450,4.1800,,-2.0131,-0.1163,-0.1812,,,,,
2.7500,4.1800,,-2.0137,-0.1171,-0.1717,,,,,
2.7550,4.1800,,-2.0143,-0.1179,-0.1621,,,,,
2.7600,4.1800,,-2.0149,-0.1187,-0.1526,,,,,
2.7650,4.1800,,-2.0154,-0.1194,-0.1431,,,,,
2.7700,4.1800,,-2.0160,-0.1201,-0.1335,,,,,
2.7750,4.1800,,-2.0167,-0.1207,-0.1240,,,,,
2.7800,4.1800,,-2.0173,-0.1213,-0.1144,,,,,
2.7850,4.1800,,-2.0179,-0.1218,-0.1049,,,,,
2.7900,4.1800,,-2.0185,-0.1223,-0.0954,,,,,
2.7950,4.1800,,-2.0191,-0.1227,-0.0858,,,,,
2.8000,4.1700,,-2.0197,-0.1231,-0.0763,,,,,
2.8050,4.1700,,-2.0203,-0.1234,-0.0668,,,,,
2.8100,4.1700,,-2.0209,-0.1237,-0.0572,,,,,
2.8150,4.1700,,-2.0216,-0.1239,-0.0477,,,,,
2.8200,4.1700,,-2.0222,-0.1241,-0.0381,,,,,
2.8250,4.1700,,-2.0228,-0.1243,-0.0286,,,,,
2.8300,4.1700,,-2.0234,-0.1244,-0.0191,,,,,
2.8350,4.1700,,-2.0240,-0.1244,-0.0095,,,,,
2.8400,4.1700,,-2.0247,-0.1244,0.0000,,,,,
2.8450,4.1700,,-2.0253,-0.1244,0.0095,,,,,
2.8500,4.1700,,-2.0259,-0.1243,0.0191,,,,,
2.8550,4.1700,,-2.0265,-0.1241,0.0286,,,,,
2.8600,4.1700,,-2.0272,-0.1239,0.0381,,,,,
2.8650,4.1700,,-2.0278,-0.1237,0.0381,,,,,
2.8700,4.1700,,-2.0284,-0.1235,0.0477,,,,,
2.8750,4.1700,,-2.0290,-0.1232,0.0668,,,,,
2.8800,4.1700,,-2.0296,-0.1228,0.0763,,,,,
2.8850,4.1600,,-2.0302,-0.1224,0.0858,,,,,
2.8900,4.1600,,-2.0308,-0.1219,0.0954,,,,,
2.8950,4.1600,,-2.0314,-0.1213,0.1144,,,,,
2.9000,4.1600,,-2.0320,-0.1207,0.1240,,,,,
2.9050,4.1600,,-2.0326,-0.1200,0.1335,,,,,
2.9100,4.1600,,-2.0332,-0.1193,0.1431,,,,,
2.9150,4.1600,,-2.0338,-0.1185,0.1526,,,,,
2.9200,4.1600,,-2.0344,-0.1177,0.1621,,,,,
2.9250,4.1600,,-2.0350,-0.1169,0.1717,,,,,
2.9300,4.1600,,-2.0356,-0.1160,0.1812,,,,,
2.9350,4.1600,,-2.0362,-0.1150,0.1907,,,,,
2.9400,4.1600,,-2.0367,-0.1140,0.2003,,,,,
2.9450,4.1600,,-2.0373,-0.1130,0.2098,,,,,
2.9500,4.1600,,-2.0379,-0.1119,0.2193,,,,,
2.9550,4.1600,,-2.0384,-0.1107,0.2289,,,,,
2.9600,4.1500,,-2.0390,-0.1095,0.2480,,,,,
2.9650,4.1500,,-2.0395,-0.1082,0.2575,,,,,
2.9700,4.1500,,-2.0400,-0.1069,0.2670,,,,,
2.9750,4.1500,,-2.0406,-0.1055,0.2766,,,,,
2.9800,4.1500,,-2.0411,-0.1040,0.2861,,,,,
2.9850,4.1500,,-2.0416,-0.1026,0.2956,,,,,
2.9900,4.1500,,-2.0421,-0.1010,0.3052,,,,,
2.9950,4.1500,,-2.0426,-0.0995,0.3147,,,,,
3.0000,4.1500,,-2.0431,-0.0978,0.3242,,,,,
3.0050,4.1500,,-2.0436,-0.0962,0.3242,,,,,
3.0100,4.1500,,-2.0440,-0.0946,0.3338,,,,,
3.0150,4.1500,,-2.0445,-0.0928,0.3433,,,,,
3.0200,4.1500,,-2.0450,-0.0911,0.3433,,,,,
3.0250,4.1500,,-2.0454,-0.0894,0.3529,,,,,
3.0300,4.1500,,-2.0458,-0.0876,0.3529,,,,,
3.0350,4.1500,,-2.0463,-0.0858,0.3624,,,,,
3.0400,4.1400,,-2.0467,-0.0839,0.3719,,,,,
3.0450,4.1400,,-2.0471,-0.0821,0.3719,,,,,
3.0500,4.1500,,-2.0475,-0.0802,0.3815,,,,,
3.0550,4.1500,,-2.0479,-0.0782,0.3910,,,,,
3.0600,4.1400,,-2.0483,-0.0762,0.3910,,,,,
3.0650,4.1400,,-2.0487,-0.0743,0.3910,,,,,
3.0700,4.1400,,-2.0490,-0.0723,0.4005,,,,,
3.0750,4.1400,,-2.0494,-0.0703,0.4005,,,,,
3.0800,4.1400,,-2.0497,-0.0683,0.4005,,,,,
3.0850,4.1400,,-2.0500,-0.0663,0.4005,,,,,
3.0900,4.1400,,-2.0504,-0.0643,0.4005,,,,,
3.0950,4.1400,,-2.0507,-0.0623,0.4005,,,,,
3.1000,4.1400,,-2.0510,-0.0603,0.4005,,,,,
3.1050,4.1400,,-2.0513,-0.0583,0.4005,,,,,
3.1100,4.1400,,-2.0515,-0.0563,0.3910,,,,,
3.1150,4.1400,,-2.0518,-0.0544,0.3910,,,,,
3.1200,4.1400,,-2.0521,-0.0525,0.3815,,,,,
3.1250,4.1400,,-2.0523,-0.0505,0.3815,,,,,
3.1300,4.1400,,-2.0526,-0.0487,0.3719,,,,,
3.1350,4.1400,,-2.0528,-0.0468,0.3719,,,,,
3.1400,4.1400,,-2.0530,-0.0450,0.3624,,,,,
3.1450,4.1400,,-2.0532,-0.0432,0.3529,,,,,
3.1500,4.1400,,-2.0535,-0.0415,0.3433,,,,,
3.1550,4.1400,,-2.0537,-0.0398,0.3433,,,,,
3.1600,4.1400,,-2.0538,-0.0381,0.3338,,,,,
3.1650,4.1400,,-2.0540,-0.0365,0.3242,,,,,
3.1700,4.1400,,-2.0542,-0.0350,0.3147,,,,,
3.1750,4.1400,,-2.0544,-0.0334,0.3052,,,,,
3.1800,4.1400,,-2.0545,-0.0319,0.2956,,,,,
3.1850,4.1400,,-2.0547,-0.0305,0.2861,,,,,
3.1900,4.1400,,-2.0548,-0.0291,0.2861,,,,,
3.1950,4.1400,,-2.0550,-0.0277,0.2766,,,,,
3.2000,4.1400,,-2.0551,-0.0264,0.2670,,,,,
3.2050,4.1400,,-2.0552,-0.0251,0.2575,,,,,
3.2100,4.1400,,-2.0553,-0.0238,0.2480,,,,,
3.2150,4.1400,,-2.0555,-0.0226,0.2384,,,,,
3.2200,4.1400,,-2.0556,-0.0215,0.2384,,,,,
3.2250,4.1400,,-2.0557,-0.0203,0.2289,,,,,
3.2300,4.1400,,-2.0558,-0.0192,0.2193,,,,,
3.2350,4.1400,,-2.0559,-0.0182,0.2098,,,,,
3.2400,4.1400,,-2.0559,-0.0171,0.2098,,,,,
3.2450,4.1400,,-2.0560,-0.0161,0.2003,,,,,
3.2500,4.1400,,-2.0561,-0.0152,0.1907,,,,,
3.2550,4.1400,,-2.0562,-0.0142,0.1907,,,,,
3.2600,4.1400,,-2.0562,-0.0133,0.1812,,,,,
3.2650,4.1400,,-2.0563,-0.0124,0.1812,,,,,
3.2700,4.1400,,-2.0564,-0.0115,0.1717,,,,,
3.2750,4.1400,,-2.0564,-0.0107,0.1717,,,,,
3.2800,4.1400,,-2.0565,-0.0099,0.1621,,,,,
3.2850,4.1400,,-2.0565,-0.0091,0.1621,,,,,
3.2900,4.1400,,-2.0565,-0.0082,0.1621,,,,,
3.2950,4.1400,,-2.0566,-0.0075,0.1526,,,,,
3.3000,4.1400,,-2.0566,-0.0067,0.1526,,,,,
3.3050,4.1400,,-2.0566,-0.0060,0.1526,,,,,
3.3100,4.1400,,-2.0567,-0.0052,0.1526,,,,,
3.3150,4.1400,,-2.0567,-0.0044,0.1526,,,,,
3.3200,4.1400,,-2.0567,-0.0037,0.1431,,,,,
3.3250,4.1400,,-2.0567,-0.0030,0.1431,,,,,
3.3300,4.1400,,-2.0567,-0.0023,0.1431,,,,,
3.3350,4.1400,,-2.0567,-0.0016,0.1431,,,,,
3.3400,4.1400,,-2.0567,-0.0008,0.1526,,,,,
3.3450,4.1400,,-2.0567,-0.0000,0.1526,,,,,
3.3500,4.1400,,-2.0567,0.0007,0.1526,,,,,
3.3550,4.1400,,-2.0567,0.0015,0.1526,,,,,
3.3600,4.1400,,-2.0567,0.0022,0.1526,,,,,
3.3650,4.1400,,-2.0567,0.0031,0.1621,,,,,
3.3700,4.1400,,-2.0567,0.0039,0.1621,,,,,
3.3750,4.1300,,-2.0567,0.0047,0.1717,,,,,
3.3800,4.1300,,-2.0566,0.0056,0.1717,,,,,
3.3850,4.1300,,-2.0566,0.0064,0.1717,,,,,
3.3900,4.1300,,-2.0566,0.0073,0.1812,,,,,
3.3950,4.1300,,-2.0565,0.0082,0.1717,,,,,
3.4000,4.1300,,-2.0565,0.0091,0.1717,,,,,
3.4050,4.1300,,-2.0564,0.0099,0.1717,,,,,
3.4100,4.1300,,-2.0564,0.0107,0.1621,,,,,
3.4150,4.1300,,-2.0563,0.0115,0.1621,,,,,
3.4200,4.1300,,-2.0563,0.0123,0.1526,,,,,
3.4250,4.1300,,-2.0562,0.0130,0.1431,,,,,
3.4300,4.1300,,-2.0561,0.0137,0.1335,,,,,
3.4350,4.1300,,-2.0561,0.0143,0.1144,,,,,
3.4400,4.1400,,-2.0560,0.0148,0.1049,,,,,
3.4450,4.1400,,-2.0559,0.0152,0.0858,,,,,
3.4500,4.1400,,-2.0558,0.0155,0.0668,,,,,
3.4550,4.1400,,-2.0558,0.0158,0.0572,,,,,
3.4600,4.1400,,-2.0557,0.0160,0.0381,,,,,
3.4650,4.1400,,-2.0556,0.0161,0.0191,,,,,
3.4700,4.1400,,-2.0555,0.0162,0.0095,,,,,
3.4750,4.1400,,-2.0554,0.0161,-0.0095,,,,,
3.4800,4.1400,,-2.0553,0.0160,-0.0191,,,,,
3.4850,4.1400,,-2.0553,0.0158,-0.0381,,,,,
3.4900,4.1400,,-2.0552,0.0156,-0.0477,,,,,
3.4950,4.1400,,-2.0551,0.0153,-0.0668,,,,,
3.5000,4.1400,,-2.0550,0.0149,-0.0763,,,,,
3.5050,4.1400,,-2.0550,0.0144,-0.0954,,,,,
3.5100,4.1400,,-2.0549,0.0139,-0.1049,,,,,
3.5150,4.1400,,-2.0548,0.0133,-0.1240,,,,,
3.5200,4.1500,,-2.0548,0.0126,-0.1335,,,,,
3.5250,4.1500,,-2.0547,0.0119,-0.1431,,,,,
3.5300,4.1500,,-2.0547,0.0111,-0.1621,,,,,
3.5350,4.1500,,-2.0546,0.0102,-0.1717,,,,,
3.5400,4.1500,,-2.0546,0.0093,-0.1717,,,,,
3.5450,4.1500,,-2.0545,0.0084,-0.1812,,,,,
3.5500,4.1500,,-2.0545,0.0075,-0.1812,,,,,
3.5550,4.1400,,-2.0544,0.0066,-0.1907,,,,,
3.5600,4.1400,,-2.0544,0.0056,-0.1907,,,,,
3.5650,4.1400,,-2.0544,0.0047,-0.1907,,,,,
3.5700,4.1400,,-2.0544,0.0038,-0.1812,,,,,
3.5750,4.1400,,-2.0544,0.0029,-0.1812,,,,,
3.5800,4.1400,,-2.0544,0.0020,-0.1812,,,,,
3.5850,4.1400,,-2.0543,0.0010,-0.1812,,,,,
3.5900,4.1400,,-2.0543,0.0001,-0.1812,,,,,
3.5950,4.1400,,-2.0543,-0.0008,-0.1812,,,,,
3.6000,4.1400,,-2.0544,-0.0017,-0.1812,,,,,
3.6050,4.1400,,-2.0544,-0.0026,-0.1812,,,,,
3.6100,4.1400,,-2.0544,-0.0035,-0.1812,,,,,
3.6150,4.1400,,-2.0544,-0.0044,-0.1812,,,,,
3.6200,4.1400,,-2.0544,-0.0053,-0.1812,,,,,
3.6250,4.1400,,-2.0545,-0.0062,-0.1812,,,,,
3.6300,4.1400,,-2.0545,-0.0071,-0.1812,,,,,
3.6350,4.1400,,-2.0545,-0.0080,-0.1812,,,,,
3.6400,4.1400,,-2.0546,-0.0089,-0.1812,,,,,
3.6450,4.1400,,-2.0546,-0.0098,-0.1812,,,,,
3.6500,4.1400,,-2.0547,-0.0107,-0.1812,,,,,
3.6550,4.1400,,-2.0547,-0.0116,-0.1812,,,,,
3.6600,4.1400,,-2.0548,-0.0125,-0.1812,,,,,
3.6650,4.1400,,-2.0549,-0.0134,-0.1812,,,,,
3.6700,4.1400,,-2.0549,-0.0144,-0.1812,,,,,
3.6750,4.1400,,-2.0550,-0.0153,-0.1812,,,,,
3.6800,4.1400,,-2.0551,-0.0161,-0.1717,,,,,
3.6850,4.1400,,-2.0552,-0.0170,-0.1717,,,,,
3.6900,4.1400,,-2.0553,-0.0178,-0.1717,,,,,
3.6950,4.1400,,-2.0554,-0.0187,-0.1717,,,,,
3.7000,4.1400,,-2.0555,-0.0196,-0.1717,,,,,
3.7050,4.1400,,-2.0556,-0.0204,-0.1717,,,,,
3.7100,4.1400,,-2.0557,-0.0213,-0.1717,,,,,
3.7150,4.1400,,-2.0558,-0.0221,-0.1717,,,,,
3.7200,4.1400,,-2.0559,-0.0229,-0.1621,,,,,
3.7250,4.1400,,-2.0560,-0.0237,-0.1621,,,,,
3.7300,4.1400,,-2.0561,-0.0246,-0.1621,,,,,
3.7350,4.1400,,-2.0563,-0.0254,-0.1621,,,,,
3.7400,4.1400,,-2.0564,-0.0261,-0.1526,,,,,
3.7450,4.1400,,-2.0565,-0.0269,-0.1526,,,,,
3.7500,4.1400,,-2.0567,-0.0276,-0.1431,,,,,
3.7550,4.1400,,-2.0568,-0.0283,-0.1431,,,,,
3.7600,4.1400,,-2.0570,-0.0290,-0.1335,,,,,
3.7650,4.1300,,-2.0571,-0.0297,-0.1335,,,,,
3.7700,4.1300,,-2.0573,-0.0303,-0.1240,,,,,
3.7750,4.1300,,-2.0574,-0.0309,-0.1240,,,,,
3.7800,4.1300,,-2.0576,-0.0315,-0.1240,,,,,
3.7850,4.1300,,-2.0577,-0.0321,-0.1144,,,,,
3.7900,4.1300,,-2.0579,-0.0327,-0.1144,,,,,
3.7950,4.1300,,-2.0581,-0.0333,-0.1240,,,,,
3.8000,4.1400,,-2.0582,-0.0339,-0.1240,,,,,
3.8050,4.1400,,-2.0584,-0.0345,-0.1240,,,,,
3.8100,4.1400,,-2.0586,-0.0351,-0.1240,,,,,
3.8150,4.1400,,-2.0588,-0.0358,-0.1335,,,,,
3.8200,4.1400,,-2.0589,-0.0365,-0.1335,,,,,
3.8250,4.1400,,-2.0591,-0.0371,-0.1335,,,,,
3.8300,4.1300,,-2.0593,-0.0378,-0.1335,,,,,
3.8350,4.1300,,-2.0595,-0.0385,-0.1335,,,,,
3.8400,4.1300,,-2.0597,-0.0391,-0.1335,,,,,
3.8450,4.1300,,-2.0599,-0.0398,-0.1335,,,,,
3.8500,4.1300,,-2.0601,-0.0405,-0.1335,,,,,
3.8550,4.1300,,-2.0603,-0.0412,-0.1335,,,,,
3.8600,4.1300,,-2.0605,-0.0419,-0.1431,,,,,
3.8650,4.1400,,-2.0607,-0.0426,-0.1431,,,,,
3.8700,4.1400,,-2.0610,-0.0433,-0.1526,,,,,
3.8750,4.1400,,-2.0612,-0.0441,-0.1526,,,,,
3.8800,4.1400,,-2.0614,-0.0449,-0.1526,,,,,
3.8850,4.1300,,-2.0616,-0.0457,-0.1621,,,,,
3.8900,4.1300,,-2.0619,-0.0465,-0.1621,,,,,
3.8950,4.1300,,-2.0621,-0.0473,-0.1621,,,,,
3.9000,4.1300,,-2.0623,-0.0481,-0.1621,,,,,
3.9050,4.1300,,-2.0626,-0.0489,-0.1621,,,,,
3.9100,4.1300,,-2.0628,-0.0497,-0.1621,,,,,
3.9150,4.1300,,-2.0631,-0.0506,-0.1717,,,,,
3.9200,4.1300,,-2.0633,-0.0515,-0.1717,,,,,
3.9250,4.1300,,-2.0636,-0.0523,-0.1717,,,,,
3.9300,4.1300,,-2.0639,-0.0532,-0.1812,,,,,
3.9350,4.1300,,-2.0641,-0.0541,-0.1812,,,,,
3.9400,4.1300,,-2.0644,-0.0550,-0.1812,,,,,
3.9450,4.1300,,-2.0647,-0.0560,-0.1907,,,,,
3.9500,4.1300,,-2.0650,-0.0569,-0.1907,,,,,
3.9550,4.1300,,-2.0653,-0.0579,-0.1907,,,,,
3.9600,4.1300,,-2.0656,-0.0589,-0.2003,,,,,
3.9650,4.1300,,-2.0659,-0.0599,-0.2003,,,,,
3.9700,4.1300,,-2.0662,-0.0609,-0.2003,,,,,
3.9750,4.1300,,-2.0665,-0.0619,-0.2098,,,,,
3.9800,4.1300,,-2.0668,-0.0630,-0.2098,,,,,
3.9850,4.1300,,-2.0671,-0.0640,-0.2098,,,,,
3.9900,4.1300,,-2.0674,-0.0651,-0.2098,,,,,
3.9950,4.1300,,-2.0678,-0.0661,-0.2098,,,,,
4.0000,4.1300,,-2.0681,-0.0672,-0.2193,,,,,
4.0050,4.1300,,-2.0684,-0.0683,-0.2193,,,,,
4.0100,4.1300,,-2.0688,-0.0694,-0.2098,,,,,
4.0150,4.1300,,-2.0691,-0.0704,-0.2098,,,,,
4.0200,4.1300,,-2.0695,-0.0715,-0.2098,,,,,
4.0250,4.1300,,-2.0699,-0.0725,-0.2098,,,,,
4.0300,4.1300,,-2.0702,-0.0735,-0.2003,,,,,
4.0350,4.1300,,-2.0706,-0.0745,-0.2003,,,,,
4.0400,4.1300,,-2.0710,-0.0755,-0.1907,,,,,
4.0450,4.1300,,-2.0714,-0.0764,-0.1812,,,,,
4.0500,4.1300,,-2.0717,-0.0772,-0.1717,,,,,
4.0550,4.1200,,-2.0721,-0.0781,-0.1621,,,,,
4.0600,4.1200,,-2.0725,-0.0788,-0.1526,,,,,
4.0650,4.1200,,-2.0729,-0.0795,-0.1431,,,,,
4.0700,4.1200,,-2.0733,-0.0802,-0.1240,,,,,
4.0750,4.1200,,-2.0737,-0.0807,-0.1144,,,,,
4.0800,4.1200,,-2.0741,-0.0813,-0.1049,,,,,
4.0850,4.1200,,-2.0746,-0.0817,-0.0954,,,,,
4.0900,4.1200,,-2.0750,-0.0822,-0.0858,,,,,
4.0950,4.1200,,-2.0754,-0.0825,-0.0763,,,,,
4.1000,4.1200,,-2.0758,-0.0829,-0.0668,,,,,
4.1050,4.1200,,-2.0762,-0.0832,-0.0572,,,,,
4.1100,4.1200,,-2.0766,-0.0834,-0.0477,,,,,
